corpus,htid,text_string,lang,occurs,author,title,pub_date,gender,genre,white,origin_area,origin_nation,place_id,formatted_address,location_type,country_long,country_short,admin_1_long,admin_1_short,admin_2,admin_3,admin_4,admin_5,locality,sublocality_1,sublocality_2,sublocality_3,neighborhood,premise,subpremise,street_number,street_address,route,post_code,natural_feature,point_of_interest,colloquial_area,continent,other,lat,lon,wordcount
Hathi,mdp.39015031299459,"new york",en,2,"Morley, Henry",Gossip.,1857,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,198232
Hathi,nyp.33433031338878,"new york",en,1,"Ernest, Graham","A doctor's story ...",1866,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,114043
Hathi,uc1.b3123821,"new york",en,1,"Hogg, James","Tales and sketches,",1859,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,163333
Hathi,uiuo.ark:/13960/t0ht30x6v,"new york",en,5,"Author of No appeal","Gerald Hastings of Barton / by the Author of ""No appeal"".",1870,unknown,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,43055
Hathi,nyp.33433074866421,"new york",en,2,"Knight, Arthur Lee","Leaves from a middy's log, by Arthur Lee Knight ...",1896,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,67599
Hathi,inu.30000065068698,"new york",en,2,"Marryat, Florence","Facing the footlights : a novel / by Florence Marryat.",1883,female,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,141637
Hathi,uc2.ark:/13960/t8pc36m8j,"new york",en,1,"Hayens, Herbert","Clevely sahib : a tale of the Khyber pass / by Herbert Hayens.",1887,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,115949
Hathi,uc1.b4105552,"now york",en,1,"Trollope, Anthony","Tales of all countries.",1867,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,214313
Prominent,mdp.39015079156165,ny,en,1,"James, Henry","The Spoils of Poynton",1897,male,Fiction-Novel,white,US,US,ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,107985
Hathi,mdp.39015053654946,"n york city",en,1,Ouida,"Moths, by Ouida [pseud.]",1880,unknown,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,257850
Hathi,uiuo.ark:/13960/t14m9vj1x,"xew york",en,1,"Yates, Edmund Hodgson","The impending sword. A novel.",1874,male,Fiction,"","","",ChIJOwg_06VPwokRYv534QaPC8g,"New York, NY, USA",locality,"United States",US,"New York",NY,"","","","","New York","","","","","","","","","","","","","","","",40.7127837,-74.0059413,60348
