Group 1	Low 1	MEAN 1	High 1	Group 2	Low 2	MEAN 2	High 2	p-value	sig
early	[51.50101975 -0.17181804]	[51.50415946 -0.16465336]	[51.50729917 -0.15748867]	late	[51.50625743 -0.16156734]	[51.50873415 -0.15560235]	[51.51121086 -0.14963736]	[0.02282734 0.05436528]	#
